Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
9908	G3BP2	1.69e-05	0.000746	positive	hsa-miR-130a
81565	NDEL1	1.69e-05	0.000123	negative	hsa-miR-30d
81565	NDEL1	1.69e-05	0.000304	negative	hsa-miR-575
81565	NDEL1	1.69e-05	0.000532	negative	hsa-miR-130b
81565	NDEL1	1.69e-05	2.08e-07	positive	hsa-miR-30c
81565	NDEL1	1.69e-05	6.32e-06	positive	hsa-miR-130a
93035	PKHD1L1	1.7e-05	1.7e-05	negative	hsa-miR-340
3097	HIVEP2	1.71e-05	3.66e-08	positive	hsa-miR-130a
3097	HIVEP2	1.71e-05	1.56e-07	positive	hsa-miR-374b
3097	HIVEP2	1.71e-05	2.1e-07	positive	hsa-miR-374a
3097	HIVEP2	1.71e-05	0.000184	positive	hsa-miR-376c
3097	HIVEP2	1.71e-05	0.00355	positive	hsa-miR-454
112885	PHF21B	1.72e-05	7.01e-07	negative	hsa-miR-31
91752	ZNF804A	1.72e-05	3.27e-06	negative	hsa-miR-25
222183	SRRM3	1.72e-05	0.000243	negative	hsa-miR-125a-5p
222183	SRRM3	1.72e-05	0.000722	negative	hsa-miR-125b
222183	SRRM3	1.72e-05	2.2e-05	positive	hsa-miR-296-5p
222183	SRRM3	1.72e-05	0.00131	positive	hsa-miR-665
79990	PLEKHH3	1.72e-05	0.00415	negative	hsa-miR-495
79990	PLEKHH3	1.72e-05	1.22e-05	positive	hsa-miR-874
29924	EPN1	1.73e-05	0.00148	negative	hsa-miR-142-3p
29924	EPN1	1.73e-05	0.00337	negative	hsa-miR-200a
29924	EPN1	1.73e-05	8.13e-06	positive	hsa-miR-296-5p
29924	EPN1	1.73e-05	9.49e-06	positive	hsa-miR-141
29924	EPN1	1.73e-05	0.000192	positive	hsa-miR-371-5p
79056	PRRG4	1.74e-05	1.42e-09	negative	hsa-miR-93
79056	PRRG4	1.74e-05	2.13e-07	negative	hsa-miR-106b
79056	PRRG4	1.74e-05	0.000158	negative	hsa-miR-20a
79056	PRRG4	1.74e-05	0.000919	negative	hsa-miR-17
23299	BICD2	1.75e-05	6.32e-10	negative	hsa-miR-17
23299	BICD2	1.75e-05	6.76e-09	negative	hsa-miR-20a
23299	BICD2	1.75e-05	3.83e-08	negative	hsa-miR-20b
23299	BICD2	1.75e-05	8.96e-06	negative	hsa-miR-106a
23299	BICD2	1.75e-05	5.09e-05	negative	hsa-miR-93
127391	TMCO2	1.77e-05	1.34e-05	negative	hsa-miR-23b
127391	TMCO2	1.77e-05	0.000184	negative	hsa-miR-23a
84002	B3GNT5	1.78e-05	3.77e-05	negative	hsa-miR-30d
84002	B3GNT5	1.78e-05	5.58e-05	positive	hsa-miR-200a
84002	B3GNT5	1.78e-05	0.00274	positive	hsa-miR-26a
55680	RUFY2	1.79e-05	2.63e-05	positive	hsa-let-7d
55680	RUFY2	1.79e-05	3.25e-05	positive	hsa-let-7f
55680	RUFY2	1.79e-05	5.01e-05	positive	hsa-miR-98
55680	RUFY2	1.79e-05	0.000294	positive	hsa-miR-20b
55680	RUFY2	1.79e-05	0.000321	positive	hsa-let-7e
55680	RUFY2	1.79e-05	0.00051	positive	hsa-miR-20a
55680	RUFY2	1.79e-05	0.000972	positive	hsa-let-7i
55680	RUFY2	1.79e-05	0.00135	positive	hsa-miR-17
64718	UNKL	1.79e-05	2.59e-06	negative	hsa-miR-27b
64718	UNKL	1.79e-05	0.000814	negative	hsa-miR-27a
64718	UNKL	1.79e-05	2.45e-05	positive	hsa-miR-548c-3p
2915	GRM5	1.8e-05	1.65e-07	negative	hsa-miR-30c
2915	GRM5	1.8e-05	0.000137	negative	hsa-miR-133a
2915	GRM5	1.8e-05	0.000228	negative	hsa-miR-30e
2915	GRM5	1.8e-05	0.000583	negative	hsa-miR-582-5p
2915	GRM5	1.8e-05	0.000585	negative	hsa-miR-133b
2915	GRM5	1.8e-05	0.000211	positive	hsa-miR-139-3p
26280	IL1RAPL2	1.8e-05	4.19e-05	negative	hsa-miR-30c
26280	IL1RAPL2	1.8e-05	0.000565	negative	hsa-miR-30e
26280	IL1RAPL2	1.8e-05	0.00105	positive	hsa-miR-30d
285195	SLC9A9	1.81e-05	0.00294	negative	hsa-miR-202
285195	SLC9A9	1.81e-05	1e-06	positive	hsa-miR-135a
55603	FAM46A	1.81e-05	0.00111	negative	hsa-miR-30b
55603	FAM46A	1.81e-05	1.79e-06	positive	hsa-miR-133a
55603	FAM46A	1.81e-05	2.12e-05	positive	hsa-miR-133b
55603	FAM46A	1.81e-05	0.000264	positive	hsa-miR-381
284306	ZNF547	1.82e-05	1.82e-05	negative	hsa-miR-199b-5p
140688	C20orf112	1.82e-05	1.84e-08	negative	hsa-miR-32
140688	C20orf112	1.82e-05	1.28e-07	negative	hsa-miR-363
140688	C20orf112	1.82e-05	3.63e-06	negative	hsa-miR-25
140688	C20orf112	1.82e-05	2.26e-05	positive	hsa-miR-92b
54916	C14orf101	1.83e-05	6.91e-05	negative	hsa-miR-572
54916	C14orf101	1.83e-05	1.96e-08	positive	hsa-miR-107
54916	C14orf101	1.83e-05	3.71e-05	positive	hsa-miR-590-5p
54916	C14orf101	1.83e-05	7.86e-05	positive	hsa-miR-28-5p
54916	C14orf101	1.83e-05	0.000211	positive	hsa-miR-335
54916	C14orf101	1.83e-05	0.000477	positive	hsa-miR-625
54916	C14orf101	1.83e-05	0.000575	positive	hsa-miR-10a
54916	C14orf101	1.83e-05	0.00719	positive	hsa-miR-10b
8476	CDC42BPA	1.84e-05	6.31e-05	positive	hsa-miR-181c
8476	CDC42BPA	1.84e-05	0.00473	positive	hsa-miR-181d
54542	RC3H2	1.84e-05	7.7e-06	positive	hsa-miR-374a
54542	RC3H2	1.84e-05	4.12e-05	positive	hsa-miR-374b
57512	GPR158	1.85e-05	9.42e-09	negative	hsa-miR-130a
57512	GPR158	1.85e-05	7.42e-06	negative	hsa-miR-34a
57512	GPR158	1.85e-05	5.27e-08	positive	hsa-miR-130b
66036	MTMR9	1.85e-05	8.58e-06	negative	hsa-miR-130b
66036	MTMR9	1.85e-05	0.00218	negative	hsa-miR-330-3p
66036	MTMR9	1.85e-05	1.05e-05	positive	hsa-miR-130a
66036	MTMR9	1.85e-05	2.12e-05	positive	hsa-miR-152
66036	MTMR9	1.85e-05	0.00247	positive	hsa-miR-148a
23293	SMG6	1.85e-05	4.7e-06	positive	hsa-miR-24
51666	ASB4	1.85e-05	1.64e-05	negative	hsa-miR-30c
51666	ASB4	1.85e-05	0.000149	positive	hsa-miR-486-5p
26524	LATS2	1.86e-05	9.2e-07	negative	hsa-miR-32
26524	LATS2	1.86e-05	3e-04	negative	hsa-miR-107
26524	LATS2	1.86e-05	0.000358	negative	hsa-miR-200b
26524	LATS2	1.86e-05	0.000467	negative	hsa-miR-200c
26524	LATS2	1.86e-05	0.00124	negative	hsa-miR-15a
3190	HNRNPK	1.86e-05	0.000258	negative	hsa-miR-206
3190	HNRNPK	1.86e-05	7.18e-05	positive	hsa-miR-625
3190	HNRNPK	1.86e-05	0.00124	positive	hsa-miR-10b
3190	HNRNPK	1.86e-05	0.0029	positive	hsa-miR-10a
1432	MAPK14	1.86e-05	4.66e-06	positive	hsa-miR-128
1432	MAPK14	1.86e-05	0.000292	positive	hsa-miR-421
158763	ARHGAP36	1.88e-05	0.000828	negative	hsa-miR-660
158763	ARHGAP36	1.88e-05	0.00084	negative	hsa-miR-34a
158763	ARHGAP36	1.88e-05	4.77e-06	positive	hsa-miR-494
158763	ARHGAP36	1.88e-05	0.00164	positive	hsa-miR-526b
79716	NPEPL1	1.89e-05	3.85e-06	negative	hsa-miR-454
79716	NPEPL1	1.89e-05	0.00058	negative	hsa-miR-301a
5105	PCK1	1.9e-05	0.000183	negative	hsa-miR-26b
5105	PCK1	1.9e-05	0.000444	positive	hsa-miR-548c-3p
93109	TMEM44	1.9e-05	1.64e-05	positive	hsa-miR-760
93109	TMEM44	1.9e-05	0.00353	positive	hsa-miR-636
56341	PRMT8	1.9e-05	6.35e-06	negative	hsa-miR-27b
3313	HSPA9	1.9e-05	1.8e-05	positive	hsa-miR-200b
3313	HSPA9	1.9e-05	4.12e-05	positive	hsa-miR-429
23197	FAF2	1.9e-05	5.41e-05	positive	hsa-miR-374b
23197	FAF2	1.9e-05	6.57e-05	positive	hsa-miR-374a
23197	FAF2	1.9e-05	0.000614	positive	hsa-miR-96
7023	TFAP4	1.91e-05	1.51e-06	negative	hsa-miR-374b
7023	TFAP4	1.91e-05	1.6e-05	negative	hsa-miR-374a
7023	TFAP4	1.91e-05	2.68e-05	negative	hsa-miR-195
7023	TFAP4	1.91e-05	0.0032	negative	hsa-miR-16
7023	TFAP4	1.91e-05	0.00427	negative	hsa-miR-424
7023	TFAP4	1.91e-05	0.00544	negative	hsa-miR-497
7023	TFAP4	1.91e-05	0.000302	positive	hsa-miR-564
9989	PPP4R1	1.91e-05	8.37e-07	positive	hsa-miR-338-3p
84661	DPY30	1.92e-05	1.71e-05	positive	hsa-miR-363
129401	NUP35	1.92e-05	7.23e-07	positive	hsa-miR-20a
129401	NUP35	1.92e-05	6.09e-05	positive	hsa-miR-17
129401	NUP35	1.92e-05	0.00471	positive	hsa-miR-106a
9354	UBE4A	1.93e-05	0.00011	negative	hsa-miR-548c-5p
9354	UBE4A	1.93e-05	0.000489	negative	hsa-miR-300
9354	UBE4A	1.93e-05	0.0046	negative	hsa-miR-548d-5p
9354	UBE4A	1.93e-05	1.95e-09	positive	hsa-miR-195
9354	UBE4A	1.93e-05	1.89e-07	positive	hsa-miR-15a
9354	UBE4A	1.93e-05	3.58e-05	positive	hsa-miR-497
32	ACACB	1.95e-05	1.95e-05	positive	hsa-miR-125b
9824	ARHGAP11A	1.96e-05	1.24e-05	negative	hsa-miR-135a
6323	SCN1A	1.97e-05	0.000403	negative	hsa-miR-107
6323	SCN1A	1.97e-05	3.46e-05	positive	hsa-miR-371-5p
6323	SCN1A	1.97e-05	9.49e-05	positive	hsa-miR-548c-5p
26511	CHIC2	1.97e-05	6.69e-05	negative	hsa-miR-548c-5p
26511	CHIC2	1.97e-05	0.000159	negative	hsa-miR-548d-5p
26511	CHIC2	1.97e-05	0.00223	negative	hsa-miR-197
26511	CHIC2	1.97e-05	4.72e-05	positive	hsa-miR-29b
51046	ST8SIA3	1.97e-05	9.18e-06	negative	hsa-miR-195
51046	ST8SIA3	1.97e-05	1.53e-05	negative	hsa-miR-16
51046	ST8SIA3	1.97e-05	7.24e-05	negative	hsa-miR-130a
51046	ST8SIA3	1.97e-05	7.94e-05	negative	hsa-miR-15a
51046	ST8SIA3	1.97e-05	0.00126	negative	hsa-miR-152
51046	ST8SIA3	1.97e-05	0.00223	negative	hsa-miR-107
51046	ST8SIA3	1.97e-05	0.00235	negative	hsa-miR-454
51046	ST8SIA3	1.97e-05	0.00267	negative	hsa-miR-497
10672	GNA13	1.97e-05	2.54e-05	positive	hsa-miR-31
10672	GNA13	1.97e-05	0.0013	positive	hsa-miR-200a
50488	MINK1	1.98e-05	3.18e-06	negative	hsa-miR-17
50488	MINK1	1.98e-05	7.24e-06	negative	hsa-miR-20a
50488	MINK1	1.98e-05	1.12e-05	negative	hsa-miR-20b
50488	MINK1	1.98e-05	8.85e-05	negative	hsa-miR-15b
50488	MINK1	1.98e-05	0.0031	negative	hsa-miR-106a
50488	MINK1	1.98e-05	0.0035	negative	hsa-miR-93
50488	MINK1	1.98e-05	0.00135	positive	hsa-miR-136
1404	HAPLN1	1.98e-05	1.71e-06	negative	hsa-miR-374b
1404	HAPLN1	1.98e-05	1.78e-05	negative	hsa-miR-374a
1404	HAPLN1	1.98e-05	6.11e-05	negative	hsa-miR-27b
1404	HAPLN1	1.98e-05	0.00585	positive	hsa-miR-627
10076	PTPRU	1.98e-05	5.46e-06	negative	hsa-let-7g
10076	PTPRU	1.98e-05	1.87e-05	negative	hsa-let-7a
10076	PTPRU	1.98e-05	2.16e-05	negative	hsa-let-7i
10076	PTPRU	1.98e-05	2.55e-05	negative	hsa-let-7d
10076	PTPRU	1.98e-05	4.67e-05	negative	hsa-let-7f
10076	PTPRU	1.98e-05	0.000115	negative	hsa-miR-98
10076	PTPRU	1.98e-05	0.000666	negative	hsa-let-7b
10076	PTPRU	1.98e-05	0.0019	negative	hsa-let-7e
10076	PTPRU	1.98e-05	0.00147	positive	hsa-miR-564
80853	JHDM1D	1.98e-05	0.00165	negative	hsa-miR-484
80853	JHDM1D	1.98e-05	0.0026	negative	hsa-miR-498
80853	JHDM1D	1.98e-05	1.94e-07	positive	hsa-miR-374a
80853	JHDM1D	1.98e-05	1.22e-05	positive	hsa-miR-374b
80853	JHDM1D	1.98e-05	3.2e-05	positive	hsa-miR-590-5p
80853	JHDM1D	1.98e-05	0.00049	positive	hsa-miR-135a
80853	JHDM1D	1.98e-05	0.00101	positive	hsa-miR-200b
80853	JHDM1D	1.98e-05	0.00121	positive	hsa-miR-107
9889	ZBED4	1.99e-05	0.00814	negative	hsa-miR-101
9889	ZBED4	1.99e-05	8.71e-05	positive	hsa-miR-30d
773	CACNA1A	1.99e-05	4.34e-06	negative	hsa-miR-27b
773	CACNA1A	1.99e-05	0.000296	negative	hsa-miR-143
773	CACNA1A	1.99e-05	0.00525	negative	hsa-miR-27a
773	CACNA1A	1.99e-05	0.000151	positive	hsa-miR-188-5p
773	CACNA1A	1.99e-05	0.000209	positive	hsa-miR-498
121601	ANO4	2e-05	0.000733	negative	hsa-miR-30d
121601	ANO4	2e-05	6.96e-05	positive	hsa-miR-135a
3680	ITGA9	2e-05	0.000102	negative	hsa-miR-548c-3p
3680	ITGA9	2e-05	0.000218	negative	hsa-miR-194
7298	TYMS	2.02e-05	7.47e-06	positive	hsa-miR-215
7298	TYMS	2.02e-05	7.24e-05	positive	hsa-miR-192
4190	MDH1	2.03e-05	2.03e-05	negative	hsa-miR-486-5p
22858	ICK	2.04e-05	0.000211	negative	hsa-miR-92b
22858	ICK	2.04e-05	0.000154	positive	hsa-miR-32
22858	ICK	2.04e-05	0.000428	positive	hsa-miR-25
387856	C12orf68	2.05e-05	0.000429	negative	hsa-miR-125b
387856	C12orf68	2.05e-05	0.000223	positive	hsa-miR-874
25843	MOB4	2.09e-05	1.13e-05	negative	hsa-miR-202
25843	MOB4	2.09e-05	0.00551	positive	hsa-miR-497
25843	MOB4	2.09e-05	0.00854	positive	hsa-miR-424
66000	TMEM108	2.1e-05	2.44e-06	negative	hsa-miR-374a
66000	TMEM108	2.1e-05	4.11e-06	negative	hsa-miR-374b
66000	TMEM108	2.1e-05	0.000322	negative	hsa-miR-340
115350	FCRL1	2.1e-05	1.01e-06	negative	hsa-miR-374b
115350	FCRL1	2.1e-05	1.78e-05	negative	hsa-miR-374a
115350	FCRL1	2.1e-05	2.56e-05	negative	hsa-miR-27b
153830	RNF145	2.1e-05	3.17e-05	positive	hsa-miR-1
153830	RNF145	2.1e-05	0.000206	positive	hsa-miR-301a
153830	RNF145	2.1e-05	0.00147	positive	hsa-miR-130a
53938	PPIL3	2.11e-05	0.000479	negative	hsa-miR-30d
53938	PPIL3	2.11e-05	1.06e-05	positive	hsa-miR-30c
6238	RRBP1	2.13e-05	0.000941	negative	hsa-miR-92a
6238	RRBP1	2.13e-05	0.00204	negative	hsa-miR-92b
6238	RRBP1	2.13e-05	9.27e-05	positive	hsa-miR-1
57799	RAB40C	2.14e-05	5.93e-07	negative	hsa-let-7i
57799	RAB40C	2.14e-05	7.12e-06	negative	hsa-let-7d
57799	RAB40C	2.14e-05	1.53e-05	negative	hsa-let-7e
57799	RAB40C	2.14e-05	1.72e-05	negative	hsa-let-7g
57799	RAB40C	2.14e-05	0.000358	negative	hsa-let-7a
3184	HNRNPD	2.14e-05	2.12e-05	positive	hsa-miR-200b
3184	HNRNPD	2.14e-05	4.06e-05	positive	hsa-miR-429
9969	MED13	2.14e-05	8.82e-07	positive	hsa-miR-128
9969	MED13	2.14e-05	9.92e-05	positive	hsa-miR-429
116224	FAM122A	2.14e-05	2.52e-05	negative	hsa-miR-548c-3p
59285	CACNG6	2.16e-05	2.16e-05	positive	hsa-miR-296-5p
1809	DPYSL3	2.2e-05	1.23e-05	negative	hsa-miR-330-3p
1809	DPYSL3	2.2e-05	0.00174	positive	hsa-miR-132
10675	CSPG5	2.21e-05	0.000243	negative	hsa-miR-16
10675	CSPG5	2.21e-05	0.00055	negative	hsa-miR-223
10675	CSPG5	2.21e-05	3.88e-05	positive	hsa-miR-486-5p
4077	NBR1	2.23e-05	0.000737	negative	hsa-miR-300
4077	NBR1	2.23e-05	3.45e-05	positive	hsa-miR-195
4077	NBR1	2.23e-05	4.57e-05	positive	hsa-miR-15a
4077	NBR1	2.23e-05	0.000138	positive	hsa-miR-16
4077	NBR1	2.23e-05	0.00132	positive	hsa-miR-497
131405	TRIM71	2.23e-05	1.51e-06	negative	hsa-let-7e
131405	TRIM71	2.23e-05	4.61e-06	negative	hsa-miR-125a-5p
131405	TRIM71	2.23e-05	6.57e-05	negative	hsa-miR-125b
131405	TRIM71	2.23e-05	0.000106	negative	hsa-let-7d
131405	TRIM71	2.23e-05	0.000639	negative	hsa-let-7g
131405	TRIM71	2.23e-05	0.000688	negative	hsa-miR-98
131405	TRIM71	2.23e-05	0.00111	negative	hsa-let-7f
131405	TRIM71	2.23e-05	0.00288	negative	hsa-let-7a
131405	TRIM71	2.23e-05	0.00298	negative	hsa-let-7c
131405	TRIM71	2.23e-05	0.00416	negative	hsa-let-7i
131405	TRIM71	2.23e-05	0.000498	positive	hsa-miR-202
131405	TRIM71	2.23e-05	0.00119	positive	hsa-miR-513a-5p
8997	KALRN	2.25e-05	4.05e-06	negative	hsa-miR-200a
8997	KALRN	2.25e-05	0.000306	negative	hsa-miR-135a
8997	KALRN	2.25e-05	0.000316	negative	hsa-miR-218
8997	KALRN	2.25e-05	0.000342	positive	hsa-miR-513c
158427	TSTD2	2.25e-05	2.49e-06	positive	hsa-miR-125a-5p
10479	SLC9A6	2.25e-05	1.7e-05	negative	hsa-miR-19b
10479	SLC9A6	2.25e-05	0.000279	negative	hsa-miR-153
10479	SLC9A6	2.25e-05	0.000576	negative	hsa-miR-19a
10479	SLC9A6	2.25e-05	0.00236	positive	hsa-miR-196a
7072	TIA1	2.25e-05	0.000391	negative	hsa-miR-548c-3p
7072	TIA1	2.25e-05	0.000949	negative	hsa-miR-30d
7072	TIA1	2.25e-05	7.94e-09	positive	hsa-miR-30c
7072	TIA1	2.25e-05	3.33e-05	positive	hsa-miR-30e
7072	TIA1	2.25e-05	8.74e-05	positive	hsa-miR-23b
7072	TIA1	2.25e-05	0.00148	positive	hsa-miR-32
7072	TIA1	2.25e-05	0.00443	positive	hsa-miR-23a
4779	NFE2L1	2.25e-05	0.000176	negative	hsa-miR-629
4779	NFE2L1	2.25e-05	0.000215	negative	hsa-miR-486-5p
4779	NFE2L1	2.25e-05	0.00344	positive	hsa-miR-34a
9715	FAM131B	2.26e-05	3.23e-06	negative	hsa-miR-30c
9715	FAM131B	2.26e-05	0.000421	negative	hsa-miR-125a-5p
9715	FAM131B	2.26e-05	0.000764	negative	hsa-miR-193a-3p
1749	DLX5	2.26e-05	1.3e-05	negative	hsa-miR-582-5p
27020	NPTN	2.27e-05	4.3e-07	negative	hsa-miR-32
27020	NPTN	2.27e-05	0.000438	negative	hsa-miR-148b
27020	NPTN	2.27e-05	6.17e-14	positive	hsa-miR-152
27020	NPTN	2.27e-05	0.000114	positive	hsa-miR-301a
4335	MNT	2.27e-05	2.49e-06	negative	hsa-miR-195
4335	MNT	2.27e-05	6.79e-06	negative	hsa-miR-16
4335	MNT	2.27e-05	4.43e-05	negative	hsa-miR-15a
4335	MNT	2.27e-05	0.000155	negative	hsa-miR-30c
4335	MNT	2.27e-05	0.00129	negative	hsa-miR-128
4335	MNT	2.27e-05	0.00141	negative	hsa-miR-152
4335	MNT	2.27e-05	0.00296	negative	hsa-miR-497
4335	MNT	2.27e-05	5.47e-05	positive	hsa-miR-622
4335	MNT	2.27e-05	0.00191	positive	hsa-miR-202
4335	MNT	2.27e-05	0.00224	positive	hsa-miR-575
4335	MNT	2.27e-05	0.00427	positive	hsa-miR-30d
4335	MNT	2.27e-05	0.00655	positive	hsa-miR-28-3p
51291	GMIP	2.27e-05	1.24e-05	negative	hsa-miR-125b
51291	GMIP	2.27e-05	3.48e-05	negative	hsa-miR-125a-5p
5538	PPT1	2.28e-05	2.28e-05	positive	hsa-miR-125b
51186	WBP5	2.29e-05	3.24e-05	negative	hsa-miR-548c-3p
4693	NDP	2.29e-05	3.01e-05	negative	hsa-miR-148a
144402	CPNE8	2.3e-05	1.42e-05	positive	hsa-miR-221
144402	CPNE8	2.3e-05	5.64e-05	positive	hsa-miR-218
144402	CPNE8	2.3e-05	0.000726	positive	hsa-miR-222
144402	CPNE8	2.3e-05	0.00092	positive	hsa-miR-29a
285367	RPUSD3	2.31e-05	2.24e-06	negative	hsa-let-7i
285367	RPUSD3	2.31e-05	5.91e-06	negative	hsa-let-7e
285367	RPUSD3	2.31e-05	8.56e-06	negative	hsa-let-7d
285367	RPUSD3	2.31e-05	4.1e-05	negative	hsa-let-7g
285367	RPUSD3	2.31e-05	7.7e-05	negative	hsa-miR-98
285367	RPUSD3	2.31e-05	0.000143	negative	hsa-let-7f
285367	RPUSD3	2.31e-05	0.000412	negative	hsa-let-7a
285367	RPUSD3	2.31e-05	0.00659	negative	hsa-let-7c
8649	LAMTOR3	2.31e-05	2.63e-06	positive	hsa-miR-15a
8649	LAMTOR3	2.31e-05	0.000116	positive	hsa-miR-200a
8649	LAMTOR3	2.31e-05	0.00286	positive	hsa-miR-497
116225	ZMYND19	2.32e-05	2.32e-05	positive	hsa-miR-622
80777	CYB5B	2.32e-05	2.32e-05	positive	hsa-miR-495
3662	IRF4	2.34e-05	7.72e-06	negative	hsa-miR-30c
3662	IRF4	2.34e-05	0.000874	negative	hsa-miR-30b
3662	IRF4	2.34e-05	0.00683	negative	hsa-miR-30e
6272	SORT1	2.35e-05	9.74e-05	negative	hsa-miR-874
6272	SORT1	2.35e-05	2.21e-05	positive	hsa-miR-582-5p
6272	SORT1	2.35e-05	4.94e-05	positive	hsa-miR-424
6272	SORT1	2.35e-05	0.000228	positive	hsa-miR-200b
6272	SORT1	2.35e-05	0.000338	positive	hsa-miR-15a
6272	SORT1	2.35e-05	0.00198	positive	hsa-miR-429
57708	MIER1	2.36e-05	4.55e-06	negative	hsa-miR-548c-3p
57708	MIER1	2.36e-05	0.000992	negative	hsa-miR-501-5p
57708	MIER1	2.36e-05	0.000997	negative	hsa-miR-141
57708	MIER1	2.36e-05	0.00271	negative	hsa-miR-130b
57708	MIER1	2.36e-05	2.37e-07	positive	hsa-miR-23b
57708	MIER1	2.36e-05	4.59e-07	positive	hsa-miR-454
57708	MIER1	2.36e-05	1.32e-05	positive	hsa-miR-130a
57708	MIER1	2.36e-05	2.95e-05	positive	hsa-miR-301a
57708	MIER1	2.36e-05	3.13e-05	positive	hsa-miR-152
57708	MIER1	2.36e-05	5.05e-05	positive	hsa-miR-23a
57708	MIER1	2.36e-05	0.000379	positive	hsa-miR-200a
5296	PIK3R2	2.36e-05	9.69e-05	negative	hsa-miR-126
5296	PIK3R2	2.36e-05	0.000265	negative	hsa-miR-30b
2804	GOLGB1	2.37e-05	2.37e-05	positive	hsa-miR-582-5p
2823	GPM6A	2.37e-05	1.65e-07	negative	hsa-miR-200c
2823	GPM6A	2.37e-05	4.37e-05	negative	hsa-miR-96
2823	GPM6A	2.37e-05	0.00117	negative	hsa-miR-32
2823	GPM6A	2.37e-05	0.00238	negative	hsa-miR-363
8658	TNKS	2.39e-05	1.39e-06	negative	hsa-miR-548c-3p
8658	TNKS	2.39e-05	3.31e-06	positive	hsa-miR-30e
26054	SENP6	2.39e-05	6.06e-05	negative	hsa-miR-381
26054	SENP6	2.39e-05	0.000131	negative	hsa-miR-300
26054	SENP6	2.39e-05	4.59e-07	positive	hsa-miR-340
23350	U2SURP	2.4e-05	0.00519	negative	hsa-miR-1224-3p
23350	U2SURP	2.4e-05	5.95e-06	positive	hsa-miR-200a
23350	U2SURP	2.4e-05	6.21e-06	positive	hsa-miR-15a
23350	U2SURP	2.4e-05	8.2e-06	positive	hsa-miR-29b
23350	U2SURP	2.4e-05	2.57e-05	positive	hsa-miR-340
23350	U2SURP	2.4e-05	0.000261	positive	hsa-miR-625
23350	U2SURP	2.4e-05	0.000507	positive	hsa-miR-331-3p
23350	U2SURP	2.4e-05	0.000736	positive	hsa-miR-15b
23350	U2SURP	2.4e-05	0.00516	positive	hsa-miR-495
51111	SUV420H1	2.4e-05	4.99e-06	negative	hsa-miR-345
23258	DENND5A	2.43e-05	9.73e-10	negative	hsa-miR-575
23258	DENND5A	2.43e-05	3.27e-06	negative	hsa-miR-200c
23258	DENND5A	2.43e-05	2.58e-05	negative	hsa-miR-548c-3p
23258	DENND5A	2.43e-05	0.00402	positive	hsa-miR-200b
23258	DENND5A	2.43e-05	0.00712	positive	hsa-miR-429
3221	HOXC4	2.45e-05	1.08e-08	negative	hsa-miR-455-3p
3221	HOXC4	2.45e-05	3.65e-05	negative	hsa-miR-26a
775	CACNA1C	2.45e-05	1.99e-08	negative	hsa-miR-33b
775	CACNA1C	2.45e-05	0.000287	negative	hsa-miR-19b
775	CACNA1C	2.45e-05	0.00155	negative	hsa-miR-33a
775	CACNA1C	2.45e-05	4.39e-08	positive	hsa-miR-381
775	CACNA1C	2.45e-05	7.4e-06	positive	hsa-miR-26a
775	CACNA1C	2.45e-05	0.000228	positive	hsa-miR-545
775	CACNA1C	2.45e-05	0.00142	positive	hsa-miR-30c
254170	FBXO33	2.47e-05	0.000579	negative	hsa-miR-490-5p
254170	FBXO33	2.47e-05	1.16e-05	positive	hsa-miR-1
115584	SLC5A11	2.48e-05	4.91e-06	negative	hsa-miR-30c
115584	SLC5A11	2.48e-05	0.000214	negative	hsa-miR-30e
115584	SLC5A11	2.48e-05	0.00273	positive	hsa-miR-30d
53373	TPCN1	2.48e-05	1.89e-05	negative	hsa-miR-153
89795	NAV3	2.49e-05	7.65e-06	negative	hsa-miR-153
89795	NAV3	2.49e-05	0.000753	negative	hsa-miR-19b
5781	PTPN11	2.49e-05	1.81e-05	positive	hsa-miR-374a
5781	PTPN11	2.49e-05	2.59e-05	positive	hsa-miR-374b
29966	STRN3	2.51e-05	4.11e-05	positive	hsa-miR-200b
29966	STRN3	2.51e-05	0.000346	positive	hsa-miR-429
29966	STRN3	2.51e-05	0.000457	positive	hsa-miR-363
29966	STRN3	2.51e-05	0.00253	positive	hsa-miR-421
10858	CYP46A1	2.51e-05	8.76e-07	negative	hsa-let-7e
10858	CYP46A1	2.51e-05	7.39e-05	negative	hsa-let-7d
10858	CYP46A1	2.51e-05	8.55e-05	negative	hsa-let-7g
10858	CYP46A1	2.51e-05	0.000485	negative	hsa-let-7a
10858	CYP46A1	2.51e-05	0.000495	negative	hsa-let-7c
10858	CYP46A1	2.51e-05	0.002	negative	hsa-let-7i
340061	TMEM173	2.51e-05	2.51e-05	positive	hsa-miR-24
10105	PPIF	2.53e-05	2.65e-05	negative	hsa-miR-23b
10105	PPIF	2.53e-05	2.74e-05	negative	hsa-miR-27b
10105	PPIF	2.53e-05	0.000677	negative	hsa-miR-27a
92999	ZBTB47	2.53e-05	8.77e-08	negative	hsa-miR-17
92999	ZBTB47	2.53e-05	5.17e-07	negative	hsa-miR-20a
92999	ZBTB47	2.53e-05	5.46e-05	negative	hsa-miR-106a
92999	ZBTB47	2.53e-05	0.000145	negative	hsa-miR-18b
92999	ZBTB47	2.53e-05	0.000565	negative	hsa-miR-93
92999	ZBTB47	2.53e-05	0.000594	negative	hsa-miR-18a
