microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-548c-3p	1.59e-07	9.91e-05	positive	DUSP8	1850
hsa-miR-548c-3p	1.59e-07	0.000108	positive	RASGEF1A	221002
hsa-miR-548c-3p	1.59e-07	0.000122	positive	ZNF281	23528
hsa-miR-548c-3p	1.59e-07	0.000434	positive	RRAD	6236
hsa-miR-548c-3p	1.59e-07	0.000444	positive	TRIM63	84676
hsa-miR-548c-3p	1.59e-07	0.000729	positive	SPOCD1	90853
hsa-miR-548c-3p	1.59e-07	0.00309	positive	OAF	220323
hsa-miR-548c-3p	1.59e-07	0.00362	positive	NKAIN2	154215
hsa-miR-548c-3p	1.59e-07	0.00418	positive	PPP4R4	57718
hsa-let-7g	2.11e-07	3.34e-08	negative	SLC12A9	56996
hsa-let-7g	2.11e-07	3.85e-07	negative	DCAF15	90379
hsa-let-7g	2.11e-07	1.11e-06	negative	TBKBP1	9755
hsa-let-7g	2.11e-07	4.51e-06	negative	TARBP2	6895
hsa-let-7g	2.11e-07	6.95e-06	negative	PLEKHG6	55200
hsa-let-7g	2.11e-07	1.05e-05	negative	KLHDC8B	200942
hsa-let-7g	2.11e-07	1.72e-05	negative	RAB40C	57799
hsa-let-7g	2.11e-07	9.9e-05	negative	LOR	4014
hsa-let-7g	2.11e-07	0.000182	negative	PLXND1	23129
hsa-let-7g	2.11e-07	0.000586	negative	ADAMTS8	11095
hsa-let-7g	2.11e-07	0.000639	negative	TRIM71	131405
hsa-let-7g	2.11e-07	0.000651	negative	MEIS3	56917
hsa-let-7g	2.11e-07	0.000663	negative	NKD1	85407
hsa-let-7g	2.11e-07	0.000974	negative	TRIM67	440730
hsa-let-7g	2.11e-07	0.00111	negative	ARL4D	379
hsa-let-7g	2.11e-07	0.00189	negative	ABCB9	23457
hsa-let-7g	2.11e-07	0.00196	negative	IGDCC3	9543
hsa-let-7g	2.11e-07	0.00218	negative	NGF	4803
hsa-let-7g	2.11e-07	0.00278	negative	GPR137	56834
hsa-let-7g	2.11e-07	0.00284	negative	IL13	3596
hsa-let-7g	2.11e-07	0.00303	negative	LSM11	134353
hsa-let-7g	2.11e-07	4.68e-11	positive	EIF4G2	1982
hsa-let-7g	2.11e-07	6.81e-07	positive	TMEM2	23670
hsa-let-7g	2.11e-07	9.5e-07	positive	LRIG2	9860
hsa-let-7g	2.11e-07	0.000146	positive	GNG5	2787
hsa-let-7g	2.11e-07	0.00051	positive	ATP2A2	488
hsa-let-7g	2.11e-07	0.000807	positive	MGAT4A	11320
hsa-let-7g	2.11e-07	0.00178	positive	COIL	8161
hsa-let-7g	2.11e-07	0.00292	positive	LRIG3	121227
hsa-let-7g	2.11e-07	0.00536	positive	RNF20	56254
hsa-miR-199b-5p	2.16e-07	4.21e-05	negative	MAP3K11	4296
hsa-miR-199b-5p	2.16e-07	0.0019	negative	SORCS3	22986
hsa-miR-199b-5p	2.16e-07	0.00338	negative	PNPLA6	10908
hsa-miR-199b-5p	2.16e-07	5.23e-07	positive	PAN3	255967
hsa-miR-199b-5p	2.16e-07	5.67e-07	positive	RANBP2	5903
hsa-miR-199b-5p	2.16e-07	5.57e-06	positive	SIRT1	23411
hsa-miR-199b-5p	2.16e-07	6.6e-06	positive	SRRM1	10250
hsa-miR-199b-5p	2.16e-07	1.37e-05	positive	RBM47	54502
hsa-miR-199b-5p	2.16e-07	2.13e-05	positive	FAM188A	80013
hsa-miR-199b-5p	2.16e-07	0.00028	positive	M6PR	4074
hsa-miR-365	2.92e-07	8.42e-07	negative	RNF44	22838
hsa-miR-365	2.92e-07	1.73e-05	negative	PAX6	5080
hsa-miR-365	2.92e-07	1.19e-07	positive	REV3L	5980
hsa-miR-365	2.92e-07	2.26e-07	positive	PRKAR2A	5576
hsa-miR-365	2.92e-07	1.34e-06	positive	MYLK	4638
hsa-miR-365	2.92e-07	7.22e-05	positive	YWHAH	7533
hsa-miR-365	2.92e-07	0.000664	positive	SESTD1	91404
hsa-miR-365	2.92e-07	0.00111	positive	ACVR1	90
hsa-miR-182	3.52e-07	1.56e-13	negative	PCDH18	54510
hsa-miR-182	3.52e-07	8.11e-12	negative	NUAK1	9891
hsa-miR-182	3.52e-07	4.27e-10	negative	PLEKHG3	26030
hsa-miR-182	3.52e-07	9.11e-10	negative	BDNF	627
hsa-miR-182	3.52e-07	2.93e-06	negative	LPHN2	23266
hsa-miR-182	3.52e-07	0.000229	negative	WDR47	22911
hsa-miR-182	3.52e-07	0.00112	negative	FOXF2	2295
hsa-miR-182	3.52e-07	4.12e-10	positive	CCDC41	51134
hsa-miR-182	3.52e-07	6.34e-07	positive	ZMPSTE24	10269
hsa-miR-182	3.52e-07	2.64e-06	positive	MYO19	80179
hsa-miR-182	3.52e-07	2.91e-05	positive	CLPTM1L	81037
hsa-miR-182	3.52e-07	4.86e-05	positive	NPM1	4869
hsa-miR-182	3.52e-07	6.28e-05	positive	MAK	4117
hsa-miR-182	3.52e-07	0.000132	positive	ANK3	288
hsa-miR-182	3.52e-07	0.000203	positive	NKX2-2	4821
hsa-miR-98	3.62e-07	1.73e-07	negative	SLC12A9	56996
hsa-miR-98	3.62e-07	7.56e-07	negative	FAM214B	80256
hsa-miR-98	3.62e-07	2.91e-05	negative	PLEKHG6	55200
hsa-miR-98	3.62e-07	0.000115	negative	PTPRU	10076
hsa-miR-98	3.62e-07	0.000209	negative	HAND1	9421
hsa-miR-98	3.62e-07	0.000279	negative	NKD1	85407
hsa-miR-98	3.62e-07	0.000495	negative	PALD1	27143
hsa-miR-98	3.62e-07	0.000655	negative	CRCT1	54544
hsa-miR-98	3.62e-07	0.000688	negative	TRIM71	131405
hsa-miR-98	3.62e-07	0.000777	negative	TUSC2	11334
hsa-miR-98	3.62e-07	2.75e-09	positive	MAP4K3	8491
hsa-miR-98	3.62e-07	6.17e-07	positive	GDAP2	54834
hsa-miR-98	3.62e-07	4.27e-06	positive	LRIG2	9860
hsa-miR-98	3.62e-07	8.45e-06	positive	TRMT13	54482
hsa-miR-98	3.62e-07	3.55e-05	positive	GNG5	2787
hsa-miR-98	3.62e-07	3.67e-05	positive	FAM178A	55719
hsa-miR-98	3.62e-07	5.7e-05	positive	PBX3	5090
hsa-miR-98	3.62e-07	0.000362	positive	ATP2A2	488
hsa-miR-98	3.62e-07	0.00076	positive	RUFY3	22902
hsa-miR-98	3.62e-07	0.000831	positive	LRIG3	121227
hsa-miR-98	3.62e-07	0.00312	positive	LBR	3930
hsa-miR-98	3.62e-07	0.00578	positive	SLC35D2	11046
hsa-miR-98	3.62e-07	0.00618	positive	C14orf28	122525
hsa-miR-505	3.69e-07	1.01e-10	positive	RBMS3	27303
hsa-miR-505	3.69e-07	7.92e-08	positive	C18orf34	374864
hsa-miR-505	3.69e-07	6.94e-06	positive	ELK3	2004
hsa-miR-338-3p	4.46e-07	8.77e-06	negative	ZNF238	10472
hsa-miR-338-3p	4.46e-07	0.00133	negative	ZDHHC18	84243
hsa-miR-338-3p	4.46e-07	9.01e-11	positive	MTUS1	57509
hsa-miR-338-3p	4.46e-07	8.37e-07	positive	PPP4R1	9989
hsa-miR-338-3p	4.46e-07	4.13e-06	positive	MORF4L1	10933
hsa-miR-338-3p	4.46e-07	4.59e-05	positive	RAB14	51552
hsa-miR-338-3p	4.46e-07	7.83e-05	positive	MORF4L2	9643
hsa-miR-338-3p	4.46e-07	0.000186	positive	WAPAL	23063
hsa-miR-363	5.25e-07	1.7e-05	negative	PKDCC	91461
hsa-miR-363	5.25e-07	2.33e-05	negative	CIC	23152
hsa-miR-363	5.25e-07	0.000199	negative	PPP1R12C	54776
hsa-miR-363	5.25e-07	0.000503	negative	GRIA1	2890
hsa-miR-363	5.25e-07	3.41e-08	positive	SRPR	6734
hsa-miR-363	5.25e-07	5.95e-08	positive	DMXL1	1657
hsa-miR-363	5.25e-07	1.72e-07	positive	ZDHHC5	25921
hsa-miR-363	5.25e-07	2.76e-05	positive	NSMAF	8439
hsa-miR-363	5.25e-07	8.58e-05	positive	TACC2	10579
hsa-miR-363	5.25e-07	0.000244	positive	KIAA1109	84162
hsa-miR-363	5.25e-07	0.000254	positive	TOB1	10140
hsa-miR-363	5.25e-07	0.000257	positive	NFIA	4774
hsa-miR-363	5.25e-07	0.000345	positive	GALNT7	51809
hsa-miR-363	5.25e-07	0.000357	positive	GRAMD3	65983
hsa-miR-363	5.25e-07	0.000487	positive	MBD2	8932
hsa-miR-363	5.25e-07	0.000512	positive	SCAF11	9169
hsa-miR-363	5.25e-07	0.00127	positive	KAT2B	8850
hsa-miR-590-5p	5.34e-07	0.000832	negative	ZNF367	195828
hsa-miR-590-5p	5.34e-07	0.000835	negative	TNFRSF11B	4982
hsa-miR-590-5p	5.34e-07	0.00388	negative	SKI	6497
hsa-miR-590-5p	5.34e-07	5.78e-08	positive	NFIB	4781
hsa-miR-590-5p	5.34e-07	1.48e-06	positive	UBR3	130507
hsa-miR-590-5p	5.34e-07	1.87e-06	positive	WWP1	11059
hsa-miR-590-5p	5.34e-07	3.2e-05	positive	JHDM1D	80853
hsa-miR-204	5.46e-07	7.82e-06	negative	AP1S1	1174
hsa-miR-204	5.46e-07	6.13e-05	negative	DHH	50846
hsa-miR-204	5.46e-07	9.83e-05	negative	CAMK1	8536
hsa-miR-204	5.46e-07	0.000202	negative	CHD5	26038
hsa-miR-204	5.46e-07	0.00123	negative	ISM1	140862
hsa-miR-204	5.46e-07	0.00383	negative	SLC43A1	8501
hsa-miR-204	5.46e-07	4.15e-07	positive	CCNT2	905
hsa-miR-204	5.46e-07	0.00217	positive	SEC61A2	55176
hsa-miR-145	5.96e-07	0.000352	negative	C11orf9	745
hsa-miR-145	5.96e-07	0.00185	negative	RTKN	6242
hsa-miR-145	5.96e-07	1.23e-14	positive	ACTB	60
hsa-miR-145	5.96e-07	4.2e-08	positive	SEMA3A	10371
hsa-miR-145	5.96e-07	4.86e-05	positive	NEDD9	4739
hsa-miR-145	5.96e-07	0.000117	positive	GGT7	2686
hsa-miR-454	6.97e-07	0.000167	negative	DIP2A	23181
hsa-miR-454	6.97e-07	0.00034	negative	WNT1	7471
hsa-miR-454	6.97e-07	0.000564	negative	ST18	9705
hsa-miR-454	6.97e-07	0.00177	negative	DLL1	28514
hsa-miR-454	6.97e-07	0.00235	negative	ST8SIA3	51046
hsa-miR-454	6.97e-07	0.00264	negative	FOXF2	2295
hsa-miR-454	6.97e-07	0.00315	negative	DYNLL2	140735
hsa-miR-454	6.97e-07	0.00417	negative	CHST1	8534
hsa-miR-454	6.97e-07	0.0043	negative	PSD	5662
hsa-miR-454	6.97e-07	0.00444	negative	SNIP1	79753
hsa-miR-454	6.97e-07	4.37e-09	positive	DENND4C	55667
hsa-miR-454	6.97e-07	1.33e-08	positive	WDFY3	23001
hsa-miR-454	6.97e-07	2.22e-08	positive	PAN3	255967
hsa-miR-454	6.97e-07	4.59e-07	positive	MIER1	57708
hsa-miR-454	6.97e-07	4.01e-06	positive	FAM178A	55719
hsa-miR-454	6.97e-07	4.53e-06	positive	RASA1	5921
hsa-miR-454	6.97e-07	5.21e-06	positive	PTPN4	5775
hsa-miR-454	6.97e-07	6.75e-06	positive	SNX5	27131
hsa-miR-454	6.97e-07	8.5e-06	positive	EPC2	26122
hsa-miR-454	6.97e-07	3.1e-05	positive	STIM2	57620
hsa-miR-454	6.97e-07	0.000124	positive	RBM25	58517
hsa-miR-454	6.97e-07	0.000125	positive	KDM2A	22992
hsa-miR-454	6.97e-07	0.000306	positive	SECISBP2L	9728
hsa-miR-454	6.97e-07	0.000641	positive	ANKIB1	54467
hsa-miR-454	6.97e-07	0.000882	positive	SNX2	6643
hsa-miR-107	1.14e-06	1.97e-05	negative	JAKMIP2	9832
hsa-miR-107	1.14e-06	2.44e-05	negative	CCNE1	898
hsa-miR-107	1.14e-06	8.62e-05	negative	WNT3A	89780
hsa-miR-107	1.14e-06	0.000143	negative	OLFM1	10439
hsa-miR-107	1.14e-06	0.000468	negative	SNCG	6623
hsa-miR-107	1.14e-06	0.000536	negative	DLL1	28514
hsa-miR-107	1.14e-06	0.00107	negative	SH2D2A	9047
hsa-miR-107	1.14e-06	0.0013	negative	SH3GL2	6456
hsa-miR-107	1.14e-06	1.15e-08	positive	KIAA1033	23325
hsa-miR-107	1.14e-06	1.65e-08	positive	ZMYM2	7750
hsa-miR-107	1.14e-06	2.47e-08	positive	NF1	4763
hsa-miR-107	1.14e-06	1.46e-06	positive	OGT	8473
hsa-miR-107	1.14e-06	3.41e-06	positive	TLK1	9874
hsa-miR-107	1.14e-06	4.8e-05	positive	UPF2	26019
hsa-miR-107	1.14e-06	0.000424	positive	AFF4	27125
hsa-miR-107	1.14e-06	0.000773	positive	YTHDC1	91746
hsa-miR-107	1.14e-06	0.00109	positive	RPGRIP1L	23322
hsa-miR-107	1.14e-06	0.00257	positive	SNX3	8724
hsa-miR-107	1.14e-06	0.004	positive	PDE3B	5140
hsa-let-7a	1.3e-06	1.87e-07	negative	DCAF15	90379
hsa-let-7a	1.3e-06	7.79e-07	negative	SLC12A9	56996
hsa-let-7a	1.3e-06	2.9e-05	negative	KLHDC8B	200942
hsa-let-7a	1.3e-06	3.37e-05	negative	NKD1	85407
hsa-let-7a	1.3e-06	8.64e-05	negative	TARBP2	6895
hsa-let-7a	1.3e-06	0.000205	negative	C11orf84	144097
hsa-let-7a	1.3e-06	0.000256	negative	PALD1	27143
hsa-let-7a	1.3e-06	0.000365	negative	SOWAHA	134548
hsa-let-7a	1.3e-06	0.000577	negative	FAM214B	80256
hsa-let-7a	1.3e-06	0.000605	negative	HOXC11	3227
hsa-let-7a	1.3e-06	0.000663	negative	HAND1	9421
hsa-let-7a	1.3e-06	0.000698	negative	NGF	4803
hsa-let-7a	1.3e-06	0.0012	negative	HTR4	3360
hsa-let-7a	1.3e-06	0.00257	negative	NME6	10201
hsa-let-7a	1.3e-06	0.00288	negative	TRIM71	131405
hsa-let-7a	1.3e-06	0.00344	negative	IL13	3596
hsa-let-7a	1.3e-06	0.00373	negative	TUSC2	11334
hsa-let-7a	1.3e-06	2.67e-07	positive	ZNF644	84146
hsa-let-7a	1.3e-06	7.45e-06	positive	LRIG2	9860
hsa-let-7a	1.3e-06	4.19e-05	positive	MGAT4A	11320
hsa-let-7a	1.3e-06	6.14e-05	positive	GNG5	2787
hsa-let-7a	1.3e-06	0.000104	positive	TMEM2	23670
hsa-let-7a	1.3e-06	0.00284	positive	RNF20	56254
hsa-let-7a	1.3e-06	0.00576	positive	LRIG3	121227
hsa-miR-7	1.3e-06	7.14e-10	negative	PLP2	5355
hsa-miR-7	1.3e-06	5.9e-07	negative	IRS1	3667
hsa-miR-7	1.3e-06	0.00284	negative	FAM168B	130074
hsa-miR-7	1.3e-06	0.00331	negative	ZBTB38	253461
hsa-miR-7	1.3e-06	0.002	positive	VPS26A	9559
hsa-miR-130b	1.48e-06	2.85e-17	negative	FRMD6	122786
hsa-miR-130b	1.48e-06	3.75e-14	negative	STARD13	90627
hsa-miR-130b	1.48e-06	4.92e-06	negative	TNRC6A	27327
hsa-miR-130b	1.48e-06	5.33e-06	negative	MET	4233
hsa-miR-130b	1.48e-06	1.65e-05	negative	ACVR1	90
hsa-miR-130b	1.48e-06	4.61e-05	negative	SESTD1	91404
hsa-miR-130b	1.48e-06	5.69e-05	negative	PFKFB3	5209
hsa-miR-130b	1.48e-06	5e-04	negative	DYNC1LI2	1783
hsa-miR-130b	1.48e-06	0.000532	negative	NDEL1	81565
hsa-miR-130b	1.48e-06	0.00103	negative	DLL1	28514
hsa-miR-130b	1.48e-06	0.00213	negative	EPB41L1	2036
hsa-miR-130b	1.48e-06	0.00271	negative	MIER1	57708
hsa-miR-130b	1.48e-06	2.04e-05	positive	ZNF3	7551
hsa-miR-130b	1.48e-06	0.000533	positive	SPHK2	56848
hsa-miR-130b	1.48e-06	0.0017	positive	NRSN1	140767
hsa-miR-130b	1.48e-06	0.00281	positive	TAF4B	6875
hsa-miR-130b	1.48e-06	0.00307	positive	CLCN5	1184
hsa-miR-601	2.04e-06	3.61e-06	negative	TROVE2	6738
hsa-miR-601	2.04e-06	6.35e-06	positive	EIF4EBP3	8637
hsa-miR-601	2.04e-06	0.000604	positive	ZNF385A	25946
hsa-miR-200b	2.36e-06	2.57e-05	negative	FAM219A	203259
hsa-miR-200b	2.36e-06	0.000489	negative	CRHBP	1393
hsa-miR-200b	2.36e-06	0.00132	negative	MYCN	4613
hsa-miR-200b	2.36e-06	1.85e-07	positive	ASF1A	25842
hsa-miR-200b	2.36e-06	6.34e-07	positive	GDI2	2665
hsa-miR-200b	2.36e-06	1.9e-06	positive	PAIP2	51247
hsa-miR-200b	2.36e-06	8.3e-06	positive	MATR3	9782
hsa-miR-200b	2.36e-06	8.84e-06	positive	FAM118B	79607
hsa-miR-200b	2.36e-06	1.2e-05	positive	CHD1	1105
hsa-miR-200b	2.36e-06	7.19e-05	positive	PI4KB	5298
hsa-miR-200b	2.36e-06	0.000121	positive	MLL5	55904
hsa-miR-200b	2.36e-06	0.000274	positive	SESN1	27244
hsa-miR-200b	2.36e-06	0.000483	positive	SUZ12	23512
hsa-miR-200b	2.36e-06	0.000622	positive	PTP4A1	7803
hsa-miR-200b	2.36e-06	0.00065	positive	SEC23A	10484
hsa-miR-200b	2.36e-06	0.000984	positive	USP6NL	9712
hsa-miR-200b	2.36e-06	0.00144	positive	MAPRE1	22919
hsa-miR-143	2.56e-06	0.00217	negative	NUAK2	81788
hsa-miR-143	2.56e-06	3.98e-08	positive	LMO4	8543
hsa-miR-143	2.56e-06	1.94e-06	positive	SMNDC1	10285
hsa-miR-143	2.56e-06	5.35e-06	positive	IGF2R	3482
hsa-miR-143	2.56e-06	0.000249	positive	PAN3	255967
hsa-miR-143	2.56e-06	0.000811	positive	PPP2R2A	5520
hsa-miR-143	2.56e-06	0.00435	positive	SECISBP2L	9728
hsa-miR-15b	2.81e-06	5.47e-13	negative	SLC22A17	51310
hsa-miR-15b	2.81e-06	3.35e-07	negative	CNN1	1264
hsa-miR-15b	2.81e-06	1.22e-05	negative	DLL1	28514
hsa-miR-15b	2.81e-06	3.27e-05	negative	TSPYL2	64061
hsa-miR-15b	2.81e-06	0.000107	negative	SEMA6D	80031
hsa-miR-15b	2.81e-06	0.00011	negative	SPRYD3	84926
hsa-miR-15b	2.81e-06	0.000112	negative	RSPO3	84870
hsa-miR-15b	2.81e-06	0.000127	negative	RANBP3	8498
hsa-miR-15b	2.81e-06	0.000245	negative	SNCG	6623
hsa-miR-15b	2.81e-06	0.00122	negative	STIM1	6786
hsa-miR-15b	2.81e-06	3.79e-06	positive	POLR3F	10621
hsa-miR-15b	2.81e-06	9.07e-05	positive	TAF15	8148
hsa-miR-15b	2.81e-06	0.00049	positive	COPS2	9318
hsa-miR-15b	2.81e-06	0.000755	positive	RFWD2	64326
hsa-miR-15b	2.81e-06	0.000854	positive	FNTA	2339
hsa-miR-15b	2.81e-06	0.00265	positive	CUL2	8453
hsa-miR-15b	2.81e-06	0.00296	positive	SESN1	27244
hsa-miR-92b	3.09e-06	2.99e-07	negative	ANK3	288
hsa-miR-92b	3.09e-06	1.14e-06	negative	MAN2A1	4124
hsa-miR-92b	3.09e-06	8.01e-06	negative	CCNC	892
hsa-miR-92b	3.09e-06	1.04e-05	negative	BAZ2B	29994
hsa-miR-92b	3.09e-06	4.19e-05	negative	NFIB	4781
hsa-miR-92b	3.09e-06	0.000415	negative	SCAF11	9169
hsa-miR-92b	3.09e-06	0.000983	negative	DCAF6	55827
hsa-miR-92b	3.09e-06	0.00123	negative	NSMAF	8439
hsa-miR-92b	3.09e-06	0.00204	negative	RRBP1	6238
hsa-miR-92b	3.09e-06	0.00266	negative	HIVEP1	3096
hsa-miR-92b	3.09e-06	0.00315	negative	MYO1B	4430
hsa-miR-92b	3.09e-06	1.63e-05	positive	GRAMD1B	57476
hsa-miR-92b	3.09e-06	4.39e-05	positive	JPH2	57158
hsa-miR-92b	3.09e-06	4.42e-05	positive	PPP1R12C	54776
hsa-miR-92b	3.09e-06	0.000646	positive	USP44	84101
hsa-miR-92b	3.09e-06	0.000848	positive	NEFM	4741
hsa-miR-92b	3.09e-06	0.00112	positive	CHST1	8534
hsa-miR-92b	3.09e-06	0.00114	positive	AATK	9625
hsa-miR-92b	3.09e-06	0.00224	positive	KCNC4	3749
hsa-miR-92b	3.09e-06	0.00254	positive	DENND4B	9909
hsa-miR-92b	3.09e-06	0.00325	positive	ARHGEF17	9828
hsa-miR-92b	3.09e-06	0.00455	positive	GRIA1	2890
hsa-miR-200a	3.45e-06	0.000467	negative	ELAVL4	1996
hsa-miR-200a	3.45e-06	0.000964	negative	AGFG2	3268
hsa-miR-200a	3.45e-06	0.00222	negative	KDM2B	84678
hsa-miR-200a	3.45e-06	0.00231	negative	MAP7D1	55700
hsa-miR-200a	3.45e-06	0.00259	negative	MNX1	3110
hsa-miR-200a	3.45e-06	0.00269	negative	PAQR9	344838
hsa-miR-200a	3.45e-06	0.00277	negative	POU3F2	5454
hsa-miR-200a	3.45e-06	0.0031	negative	ADRB1	153
hsa-miR-200a	3.45e-06	0.00337	negative	EPN1	29924
hsa-miR-200a	3.45e-06	3.53e-06	positive	OXSR1	9943
hsa-miR-200a	3.45e-06	5.65e-06	positive	NR3C1	2908
hsa-miR-200a	3.45e-06	1.34e-05	positive	CHD9	80205
hsa-miR-200a	3.45e-06	2.69e-05	positive	DIP2B	57609
hsa-miR-200a	3.45e-06	3.2e-05	positive	SLC39A9	55334
hsa-miR-200a	3.45e-06	5.58e-05	positive	B3GNT5	84002
hsa-miR-200a	3.45e-06	0.000116	positive	LAMTOR3	8649
hsa-miR-200a	3.45e-06	0.000387	positive	CLASP2	23122
hsa-miR-200a	3.45e-06	0.000655	positive	TCERG1	10915
hsa-miR-200a	3.45e-06	0.00194	positive	TP53INP1	94241
hsa-miR-200a	3.45e-06	0.00425	positive	MAP2K4	6416
hsa-miR-200a	3.45e-06	0.00472	positive	GAB1	2549
hsa-miR-194	3.96e-06	8.66e-07	negative	MEIS2	4212
hsa-miR-194	3.96e-06	0.000506	negative	HOOK3	84376
hsa-miR-936	4.53e-06	0.000382	negative	TSPAN5	10098
hsa-miR-936	4.53e-06	2.23e-08	positive	IGF2BP2	10644
hsa-miR-936	4.53e-06	0.00017	positive	CAD	790
hsa-miR-936	4.53e-06	0.000208	positive	CCM2	83605
hsa-miR-936	4.53e-06	0.000426	positive	POU4F1	5457
hsa-miR-936	4.53e-06	0.00303	positive	PNOC	5368
hsa-miR-101	5.01e-06	3.52e-07	negative	EZH2	2146
hsa-miR-101	5.01e-06	4.42e-06	negative	C20orf20	55257
hsa-miR-101	5.01e-06	0.000491	negative	FGA	2243
hsa-miR-101	5.01e-06	0.000706	negative	KCNH7	90134
hsa-miR-101	5.01e-06	0.00114	negative	TMEM65	157378
hsa-miR-101	5.01e-06	7.04e-06	positive	ZNF148	7707
hsa-miR-101	5.01e-06	1.96e-05	positive	USP47	55031
hsa-miR-101	5.01e-06	3.34e-05	positive	SOCS2	8835
hsa-miR-101	5.01e-06	9.03e-05	positive	LRCH2	57631
hsa-miR-101	5.01e-06	0.000133	positive	RANBP9	10048
hsa-miR-101	5.01e-06	0.000798	positive	ZFAND3	60685
hsa-miR-101	5.01e-06	0.000891	positive	CDH11	1009
hsa-miR-101	5.01e-06	0.001	positive	ARHGEF3	50650
hsa-miR-101	5.01e-06	0.00101	positive	KAT7	11143
hsa-miR-769-5p	5.1e-06	2.57e-06	negative	SLC12A4	6560
hsa-miR-193a-3p	5.26e-06	7.44e-05	negative	SLC16A6	9120
hsa-miR-193a-3p	5.26e-06	0.000369	negative	STMN1	3925
hsa-miR-193a-3p	5.26e-06	0.00154	negative	FLI1	2313
hsa-miR-486-5p	6.25e-06	0.000215	negative	NFE2L1	4779
hsa-miR-486-5p	6.25e-06	0.000281	negative	ST5	6764
hsa-miR-486-5p	6.25e-06	0.000482	negative	TWF1	5756
hsa-miR-486-5p	6.25e-06	0.00273	negative	NCOA6	23054
hsa-miR-486-5p	6.25e-06	9.14e-06	positive	CXCR5	643
hsa-miR-486-5p	6.25e-06	3.88e-05	positive	CSPG5	10675
hsa-miR-486-5p	6.25e-06	0.00202	positive	SORCS1	114815
hsa-miR-636	7.73e-06	1.61e-06	negative	FCHO2	115548
hsa-miR-636	7.73e-06	3.14e-06	negative	QRICH1	54870
hsa-miR-636	7.73e-06	5.48e-05	negative	DOCK9	23348
hsa-miR-636	7.73e-06	8.39e-05	positive	SIX3	6496
hsa-miR-636	7.73e-06	0.00285	positive	CC2D1A	54862
hsa-miR-15a	7.75e-06	3.43e-07	negative	CCNE1	898
hsa-miR-15a	7.75e-06	3.18e-06	negative	MEOX2	4223
hsa-miR-15a	7.75e-06	9.98e-06	negative	PAK7	57144
hsa-miR-15a	7.75e-06	0.000341	negative	TMEM74B	55321
hsa-miR-15a	7.75e-06	0.00118	negative	G0S2	50486
hsa-miR-15a	7.75e-06	0.00205	negative	SNCG	6623
hsa-miR-15a	7.75e-06	0.00216	negative	OMG	4974
hsa-miR-15a	7.75e-06	0.00428	negative	CCNJL	79616
hsa-miR-15a	7.75e-06	3.28e-09	positive	COPS2	9318
hsa-miR-15a	7.75e-06	2.26e-08	positive	CDC42	998
hsa-miR-15a	7.75e-06	5.18e-07	positive	PPAP2A	8611
hsa-miR-15a	7.75e-06	8.98e-07	positive	WAPAL	23063
hsa-miR-15a	7.75e-06	2.24e-06	positive	RBBP6	5930
hsa-miR-15a	7.75e-06	4.68e-06	positive	PSMD7	5713
hsa-miR-15a	7.75e-06	7.07e-06	positive	CUL2	8453
hsa-miR-15a	7.75e-06	1.89e-05	positive	RFWD2	64326
hsa-miR-15a	7.75e-06	1.92e-05	positive	STXBP3	6814
hsa-miR-15a	7.75e-06	2.74e-05	positive	YWHAQ	10971
hsa-miR-15a	7.75e-06	4.57e-05	positive	NBR1	4077
hsa-miR-15a	7.75e-06	1e-04	positive	TASP1	55617
hsa-miR-15a	7.75e-06	0.00011	positive	PHIP	55023
hsa-miR-15a	7.75e-06	0.000703	positive	DMTF1	9988
hsa-miR-15a	7.75e-06	0.000885	positive	C2orf42	54980
hsa-miR-15a	7.75e-06	0.00121	positive	NFATC3	4775
hsa-miR-15a	7.75e-06	0.00343	positive	RASGEF1B	153020
hsa-miR-629	8.34e-06	1.68e-07	negative	CDH11	1009
hsa-miR-30e	8.71e-06	8.77e-07	negative	MAP3K12	7786
hsa-miR-30e	8.71e-06	2.82e-05	negative	DLL4	54567
hsa-miR-30e	8.71e-06	6.73e-05	negative	USP44	84101
hsa-miR-30e	8.71e-06	0.000565	negative	IL1RAPL2	26280
hsa-miR-30e	8.71e-06	0.000957	negative	SCN8A	6334
hsa-miR-30e	8.71e-06	0.00139	negative	SCN2A	6326
hsa-miR-30e	8.71e-06	0.00306	negative	PPARGC1B	133522
hsa-miR-30e	8.71e-06	2.03e-06	positive	UBE2F	140739
hsa-miR-30e	8.71e-06	3.43e-06	positive	GIGYF2	26058
hsa-miR-30e	8.71e-06	4.08e-06	positive	REV1	51455
hsa-miR-30e	8.71e-06	2.69e-05	positive	SPEN	23013
hsa-miR-30e	8.71e-06	5.86e-05	positive	FAM214A	56204
hsa-miR-30e	8.71e-06	7.28e-05	positive	EPC2	26122
hsa-miR-30e	8.71e-06	0.000156	positive	GNG10	2790
hsa-miR-30e	8.71e-06	0.000353	positive	MAP3K5	4217
hsa-miR-30e	8.71e-06	0.000825	positive	GNAI2	2771
hsa-miR-30e	8.71e-06	0.00105	positive	VAMP3	9341
hsa-miR-30e	8.71e-06	0.00253	positive	TNRC6A	27327
hsa-miR-381	9.04e-06	0.000607	negative	KIF11	3832
